Search terms report
"March 15, 2026 - March 28, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Source
cosas para una oficina,Exact match (close variant),None,MX - Office,Generic_Exact,[suministros oficina],1,1,100.00%,USD,2.00,2.00,Keyword
bases para escritorios,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""equipamiento escritorio""",1,1,100.00%,USD,1.41,1.41,Keyword
articulos de papeleria,Exact match (close variant),None,MX - Office,Products_Exact,[material papelería],2,39,5.13%,USD,2.47,4.95,Keyword
bandeja organizador escritorio,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,1,100.00%,USD,1.48,1.48,Keyword
materiales de limpieza,Exact match (close variant),Added,MX - Janitorial,Supply_Exact,[suministros para limpieza],2,5,40.00%,USD,1.34,2.68,Keyword
jabon zote mayoreo,Phrase match (close variant),None,MX - Janitorial,Soap_Wholesale_Phrase,"""jabón mayorista""",1,3,33.33%,USD,0.27,0.27,Keyword
ropa de gym mayoreo,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",1,1,100.00%,USD,1.58,1.58,Keyword
donde comprar sudaderas por mayoreo,Exact match (close variant),None,MX - Apparel,Tops_Wholesales_Exact,[comprar sudaderas al por mayor],1,1,100.00%,USD,2.89,2.89,Keyword
bolsas tote mayoreo,Phrase match (close variant),None,MX - Apparel,Accessories_Wholesales_Phrase,"""bolsas de tela al por mayor""",1,1,100.00%,USD,1.24,1.24,Keyword
proveedores de gymshark,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",1,2,50.00%,USD,0.93,0.93,Keyword
skincare por mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,7,14.29%,USD,0.86,0.86,Keyword
k beauty mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,1,100.00%,USD,1.43,1.43,Keyword
distribuidora de maquillaje,Exact match (close variant),None,MX - Beauty,Makeup_Supplier_Exact,[proveedor de maquillaje],1,4,25.00%,USD,0.89,0.89,Keyword
sillones para barbería,Exact match (close variant),None,MX - Beauty,Furniture_Hair_Exact,[sillas de barbero],1,5,20.00%,USD,1.49,1.49,Keyword
skin care mini mayoreo,Phrase match (close variant),None,MX - Beauty,Skin Care_Wholesale_Phrase,"""mayorista de productos para el cuidado de la piel""",1,3,33.33%,USD,1.83,1.83,Keyword
perfumes a mayoreo mexico,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",1,3,33.33%,USD,1.96,1.96,Keyword
proveedores skin care,Exact match (close variant),None,MX - Beauty,Skin Care_Supplier_Exact,[proveedor de productos para el cuidado de la piel],1,2,50.00%,USD,0.34,0.34,Keyword
donde comprar perfumes por mayoreo,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",2,3,66.67%,USD,0.47,0.93,Keyword
perfumes originales a mayoreo,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",3,8,37.50%,USD,1.33,3.98,Keyword
sillas para esteticas,Phrase match (close variant),None,MX - Beauty,Furniture_Hair_Phrase,"""muebles de peluquerías""",1,2,50.00%,USD,3.60,3.60,Keyword
donde surtir mi papelería,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",3,17,17.65%,USD,2.28,6.84,Keyword
sierra de banco cela,Phrase match (close variant),None,MX - Crafts,Tools_Carpenters_Phrase,"""herramientas para carpinteros""",1,1,100.00%,USD,0.51,0.51,Keyword
distribuidores de accesorios para autos en mexico,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",1,2,50.00%,USD,5.76,5.76,Keyword
proveedores para ferreteria,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",3,22,13.64%,USD,1.51,4.54,Keyword
amazon corporativo,Exact match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",3,33,9.09%,USD,2.39,7.17,Keyword
amazon mexico services inc,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",1,2,50.00%,USD,1.76,1.76,Keyword
amazon business costo,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",1,13,7.69%,USD,0.83,0.83,Keyword
ojos de led para camion,Phrase match (close variant),None,MX - Automotive,Purchasing_Phrase,"""comprar accesorios para camiones""",1,2,50.00%,USD,1.35,1.35,Keyword
maquina de hielo 300 kg,Phrase match (close variant),None,MX - Food,Restaurant_Phrase,"""máquinas de hielo profesionales""",1,8,12.50%,USD,0.90,0.90,Keyword
proveedores de aceite automotriz,Phrase match (close variant),None,MX - Automotive,Performance Accessories_Phrase,"""aceite de motor de auto""",1,3,33.33%,USD,1.31,1.31,Keyword
platos de loza por mayoreo,Phrase match (close variant),None,MX - Food,Cultlery_Suppliers_Phrase,"""proveedores vajillas""",2,6,33.33%,USD,1.12,2.24,Keyword
donde comprar botellas de alcohol por mayoreo,Phrase match (close variant),None,MX - Food,Drinks_Suppliers_Phrase,"""proveedores de licor""",1,1,100.00%,USD,2.36,2.36,Keyword
proveedores de merchandising,Phrase match (close variant),None,MX - Generic,Suppliers_Enterprises_Phrase,"""proveedor para empresas""",1,5,20.00%,USD,6.85,6.85,Keyword
mercancia a mayoreo,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],1,2,50.00%,USD,1.40,1.40,Keyword
proveedores de relojes en méxico,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,2,50.00%,USD,0.34,0.34,Keyword
mas bodega mayoreo,Phrase match (close variant),None,MX - Generic,Distributors_Enterprises_Phrase,"""distribuidor para negocios""",1,1,100.00%,USD,2.26,2.26,Keyword
lentes mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,3,33.33%,USD,0.83,0.83,Keyword
ropa nueva por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""comercio al por mayor""",2,1,200.00%,USD,1.28,2.56,Keyword
tazas para sublimar por mayoreo cdmx,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,2,50.00%,USD,1.13,1.13,Keyword
pantalones de dama mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.36,1.36,Keyword
abarrotes mayoreo,Phrase match (close variant),None,MX - Generic,Distributors_Enterprises_Phrase,"""distribuidor para negocios""",2,8,25.00%,USD,2.42,4.84,Keyword
amasadora para panaderia precio,Phrase match (close variant),None,MX - Generic,Enterprises_Products_Phrase,"""equipamiento comercial""",1,1,100.00%,USD,0.99,0.99,Keyword
termo owala mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,6,16.67%,USD,0.73,0.73,Keyword
bocinas de mayoreo,Phrase match (close variant),None,MX - Generic,Core_Wholesalers_Phrase,"""mayorista españa""",1,3,33.33%,USD,2.83,2.83,Keyword
compra de dulces por mayoreo,Exact match (close variant),None,MX - Generic,Wholesales_Exact,[chucherías al por mayor],1,1,100.00%,USD,2.63,2.63,Keyword
mayorista de gorras,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,2,50.00%,USD,1.42,1.42,Keyword
artículos de decoración para el hogar mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",2,2,100.00%,USD,0.94,1.88,Keyword
luces led por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,0.84,0.84,Keyword
navajas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,2.03,2.03,Keyword
termos metalicos mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,3,33.33%,USD,2.86,2.86,Keyword
facturación amazon,Exact match,Added,MX - Invoice AMZ,Invoice_Exact,[facturación amazon],5,27,18.52%,USD,2.87,14.33,Keyword
cuentas de amazon,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""a cuenta amazon""",1,16,6.25%,USD,1.10,1.10,Keyword
como facturar una compra en amazon,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Exact,[factura amazon],2,12,16.67%,USD,2.41,4.81,Keyword
amazon registrarse,Phrase match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""a cuenta amazon""",7,20,35.00%,USD,1.74,12.15,Keyword
pashminas mayoreo mexico,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",1,2,50.00%,USD,2.55,2.55,Keyword
venta de croquetas por mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Suppliers_Pet Shop_Phrase,"""proveedores de tiendas de mascotas""",1,2,50.00%,USD,2.37,2.37,Keyword
donde comprar accesorios para celulares por mayoreo en cdmx,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",1,2,50.00%,USD,1.48,1.48,Keyword
papelería,Exact match (close variant),None,MX - Office,Products_Exact,[material papelería],4,41,9.76%,USD,0.50,2.01,Keyword
bolsa de papel kraft con asa mayoreo,Phrase match (close variant),None,MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",2,1,200.00%,USD,1.18,2.36,Keyword
mototrbo r2 precio,Phrase match (close variant),None,MX - Electronics,Audio Components_Phrase,"""equipo de radio profesional""",1,1,100.00%,USD,2.37,2.37,Keyword
proveedores de ropa confiables,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,11,18.18%,USD,0.71,1.42,Keyword
distribuidor de ropa por mayoreo,Exact match (close variant),None,MX - Apparel,Clothing_Exact,[ropa por mayoreo],1,2,50.00%,USD,0.78,0.78,Keyword
como comprar ropa al por mayor,Phrase match,None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,2,50.00%,USD,0.94,0.94,Keyword
ropa deportiva mayoreo monterrey,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,10,20.00%,USD,1.75,3.49,Keyword
tijeras para cortar cabello profesionales,Phrase match (close variant),None,MX - Beauty,Generic_Hair_Phrase,"""accesorios de peluquería""",1,3,33.33%,USD,1.02,1.02,Keyword
sillones de pedicure,Phrase match (close variant),None,MX - Beauty,Furniture_Cosmetics_Phrase,"""muebles de salón belleza""",1,2,50.00%,USD,0.84,0.84,Keyword
miguett,Phrase match (close variant),None,MX - Beauty,Products_Cosmetics_Phrase,"""productos centro belleza""",1,6,16.67%,USD,0.87,0.87,Keyword
mayoreo cosmeticos,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,5,20.00%,USD,1.05,1.05,Keyword
perfume distributors,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",1,1,100.00%,USD,2.41,2.41,Keyword
amazon industrial,Broad match,None,MX - Generic AMZ,Generic_Wholesales_Broad,amazon compra por mayor,3,5,60.00%,USD,1.76,5.28,Keyword
materiales para construccion,Exact match (close variant),None,MX - Crafts,Professional Tools_Procurement_Phrase,"""suministro de material de construcción""",2,12,16.67%,USD,3.14,6.28,Keyword
amazon corporativo,Exact match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon para empresas""",1,3,33.33%,USD,3.95,3.95,Keyword
amazon ads mexico,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",3,15,20.00%,USD,6.15,18.45,Keyword
sillas por mayoreo para fiestas,Phrase match (close variant),None,MX - Celebrations,Bulk_Party_Phrase,"""fiestas al por mayor""",1,2,50.00%,USD,0.83,0.83,Keyword
mesas para cafeteria baratas,Phrase match (close variant),None,MX - Food,Furniture_Restaurant_Phrase,"""mobiliario de restaurante""",1,1,100.00%,USD,0.93,0.93,Keyword
vino tinto mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",1,1,100.00%,USD,0.91,0.91,Keyword
refrescos al mayor,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor bebidas""",1,1,100.00%,USD,1.42,1.42,Keyword
sigma food service,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",3,62,4.84%,USD,1.61,4.82,Keyword
venta de productos a granel al por mayor,Exact match (close variant),None,MX - Generic,Bulk_Suppliers_Exact,[proveedor de productos a granel],1,2,50.00%,USD,1.35,1.35,Keyword
proveedor pañales,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,1,100.00%,USD,0.92,0.92,Keyword
toallas de baño mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",4,6,66.67%,USD,1.01,4.04,Keyword
proveedores de gorras en méxico,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,6,16.67%,USD,1.57,1.57,Keyword
proveedores de cargadores de iphone,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,1,100.00%,USD,0.99,0.99,Keyword
proveedores mexico,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,9,11.11%,USD,3.46,3.46,Keyword
gorras mayoreo new era,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,2,50.00%,USD,3.06,3.06,Keyword
libretas economicas por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",2,3,66.67%,USD,1.52,3.03,Keyword
pinol mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.37,1.37,Keyword
tecnoback mayoristas com,Phrase match (close variant),None,MX - Generic,Core_Wholesalers_Phrase,"""mayorista españa""",3,32,9.38%,USD,3.34,10.03,Keyword
www jmvillegas mx,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""proveedor equipamiento""",2,8,25.00%,USD,1.76,3.52,Keyword
proveedores usa,Phrase match (close variant),None,MX - Generic,Procurement_Products_Phrase,"""suministro de productos""",1,4,25.00%,USD,1.78,1.78,Keyword
mochilas por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,6,16.67%,USD,1.52,1.52,Keyword
frazadas por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,4,25.00%,USD,3.00,3.00,Keyword
amazon emite facturas,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""factura de amazon""",1,2,50.00%,USD,12.69,12.69,Keyword
facturar en amazon,Exact match,Added,MX - Invoice AMZ,Invoice_Phrase,"""facturar en amazon""",5,66,7.58%,USD,2.39,11.96,Keyword
facturar productos amazon,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""facturar amazon""",1,2,50.00%,USD,5.71,5.71,Keyword
proveedor de ropa,Exact match (close variant),None,MX - Shops,Shops_Wholesalers_Clothing_Exact,[mayoristas de prendas de vestir],4,15,26.67%,USD,0.64,2.54,Keyword
memorias usb mayoreo cdmx,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",1,8,12.50%,USD,2.91,2.91,Keyword
mayoreo electronica,Exact match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Exact,[productos electrónicos al por mayor],1,2,50.00%,USD,0.49,0.49,Keyword
bocinas chinas por mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",2,2,100.00%,USD,2.55,5.10,Keyword
estantes de aluminio para negocio,Phrase match (close variant),None,MX - Shops,Shops_Furniture_Phrase,"""mobiliario para tiendas""",1,2,50.00%,USD,0.80,0.80,Keyword
material para oficina,Exact match (close variant),None,MX - Office,Generic_Order_Exact,[comprar material de oficina],1,1,100.00%,USD,2.32,2.32,Keyword
archiveros para escritorio,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,5,20.00%,USD,2.16,2.16,Keyword
escritorio profesional,Exact match (close variant),None,MX - Office,Office Furniture_Exact,[escritorios para oficina],1,3,33.33%,USD,1.21,1.21,Keyword
escobas por mayoreo,Phrase match (close variant),None,MX - Janitorial,Tools_Supplier_Phrase,"""proveedor de escobas""",1,2,50.00%,USD,1.65,1.65,Keyword
pinol 3.785 precio,Phrase match (close variant),None,MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",1,1,100.00%,USD,1.41,1.41,Keyword
guantes limpieza,Phrase match (close variant),None,MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",1,1,100.00%,USD,0.77,0.77,Keyword
venta de productos de limpieza,Exact match (close variant),None,MX - Janitorial,Supply_Exact,[suministros para limpieza],1,9,11.11%,USD,1.28,1.28,Keyword
en donde comprar ropa para vender,Exact match (close variant),None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",1,3,33.33%,USD,0.82,0.82,Keyword
playeras blancas mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,3,33.33%,USD,0.84,0.84,Keyword
proveedores de playeras de futbol,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",1,3,33.33%,USD,1.42,1.42,Keyword
sudaderas por mayoreo,Exact match (close variant),None,MX - Apparel,Tops_Wholesales_Exact,[comprar sudaderas al por mayor],5,22,22.73%,USD,0.98,4.92,Keyword
articulos de belleza mayoreo,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],1,5,20.00%,USD,2.44,2.44,Keyword
mesas para manicure modernas,Phrase match (close variant),None,MX - Beauty,Furniture_Cosmetics_Phrase,"""muebles de salón belleza""",1,1,100.00%,USD,0.67,0.67,Keyword
cepillos de dientes economicos por mayor,Phrase match (close variant),None,MX - Beauty,Hair Appliances_Supplier_Phrase,"""proveedor de cepillo""",1,1,100.00%,USD,1.34,1.34,Keyword
como comprar en amazon por mayoreo,Exact match (close variant),None,MX - Generic AMZ,Generic_Wholesales_Purchasing_Exact,[comprar al por mayor amazon],1,1,100.00%,USD,1.64,1.64,Keyword
como comprar mayoreo en amazon,Exact match (close variant),None,MX - Generic AMZ,Generic_Wholesales_Purchasing_Exact,[comprar al por mayor amazon],2,2,100.00%,USD,0.98,1.96,Keyword
cable kobrex calibre 10 precio,Phrase match (close variant),None,MX - Crafts,Professional Tools_Sellers_Phrase,"""vendedores de cables""",1,1,100.00%,USD,0.39,0.39,Keyword
